"Code";"Name";"Period";"Unemployed";"Year";"Value";"Measure Unit";"Attribute";
2200000;"POMORSKIE";"as of the end of December";"below 30 years";"2024";10956;"person";"";
2200000;"POMORSKIE";"as of the end of December";"over 50 years";"2024";10887;"person";"";
2200000;"POMORSKIE";"as of the end of December";"long-term unemployed";"2024";18637;"person";"";
2201000;"Powiat bytowski";"as of the end of December";"total";"2024";2543;"person";"";
2201000;"Powiat bytowski";"as of the end of December";"females";"2024";1503;"person";"";
2201000;"Powiat bytowski";"as of the end of December";"males";"2024";1040;"person";"";
2201000;"Powiat bytowski";"as of the end of December";"below 25 years";"2024";435;"person";"";
2201000;"Powiat bytowski";"as of the end of December";"below 30 years";"2024";762;"person";"";
2201000;"Powiat bytowski";"as of the end of December";"over 50 years";"2024";556;"person";"";
2201000;"Powiat bytowski";"as of the end of December";"long-term unemployed";"2024";1314;"person";"";
2202000;"Powiat chojnicki";"as of the end of December";"total";"2024";3133;"person";"";
2202000;"Powiat chojnicki";"as of the end of December";"females";"2024";1957;"person";"";
2202000;"Powiat chojnicki";"as of the end of December";"males";"2024";1176;"person";"";
2202000;"Powiat chojnicki";"as of the end of December";"below 25 years";"2024";505;"person";"";
2202000;"Powiat chojnicki";"as of the end of December";"below 30 years";"2024";887;"person";"";
2202000;"Powiat chojnicki";"as of the end of December";"over 50 years";"2024";709;"person";"";
2202000;"Powiat chojnicki";"as of the end of December";"long-term unemployed";"2024";1667;"person";"";
2203000;"Powiat człuchowski";"as of the end of December";"total";"2024";1760;"person";"";
2203000;"Powiat człuchowski";"as of the end of December";"females";"2024";1028;"person";"";
2203000;"Powiat człuchowski";"as of the end of December";"males";"2024";732;"person";"";
2203000;"Powiat człuchowski";"as of the end of December";"below 25 years";"2024";318;"person";"";
2203000;"Powiat człuchowski";"as of the end of December";"below 30 years";"2024";506;"person";"";
2203000;"Powiat człuchowski";"as of the end of December";"over 50 years";"2024";448;"person";"";
2203000;"Powiat człuchowski";"as of the end of December";"long-term unemployed";"2024";867;"person";"";
2204000;"Powiat gdański";"as of the end of December";"total";"2024";1691;"person";"";
2204000;"Powiat gdański";"as of the end of December";"females";"2024";1057;"person";"";
2204000;"Powiat gdański";"as of the end of December";"males";"2024";634;"person";"";
2204000;"Powiat gdański";"as of the end of December";"below 25 years";"2024";175;"person";"";
2204000;"Powiat gdański";"as of the end of December";"below 30 years";"2024";388;"person";"";
2204000;"Powiat gdański";"as of the end of December";"over 50 years";"2024";419;"person";"";
2204000;"Powiat gdański";"as of the end of December";"long-term unemployed";"2024";760;"person";"";
2205000;"Powiat kartuski";"as of the end of December";"total";"2024";1360;"person";"";
2205000;"Powiat kartuski";"as of the end of December";"females";"2024";857;"person";"";
2205000;"Powiat kartuski";"as of the end of December";"males";"2024";503;"person";"";
2205000;"Powiat kartuski";"as of the end of December";"below 25 years";"2024";332;"person";"";
2205000;"Powiat kartuski";"as of the end of December";"below 30 years";"2024";507;"person";"";
2205000;"Powiat kartuski";"as of the end of December";"over 50 years";"2024";261;"person";"";
2205000;"Powiat kartuski";"as of the end of December";"long-term unemployed";"2024";267;"person";"";
2206000;"Powiat kościerski";"as of the end of December";"total";"2024";1876;"person";"";
2206000;"Powiat kościerski";"as of the end of December";"females";"2024";1043;"person";"";
2206000;"Powiat kościerski";"as of the end of December";"males";"2024";833;"person";"";
2206000;"Powiat kościerski";"as of the end of December";"below 25 years";"2024";405;"person";"";
2206000;"Powiat kościerski";"as of the end of December";"below 30 years";"2024";626;"person";"";
2206000;"Powiat kościerski";"as of the end of December";"over 50 years";"2024";397;"person";"";
2206000;"Powiat kościerski";"as of the end of December";"long-term unemployed";"2024";971;"person";"";
2207000;"Powiat kwidzyński";"as of the end of December";"total";"2024";2128;"person";"";
2207000;"Powiat kwidzyński";"as of the end of December";"females";"2024";1328;"person";"";
2207000;"Powiat kwidzyński";"as of the end of December";"males";"2024";800;"person";"";
2207000;"Powiat kwidzyński";"as of the end of December";"below 25 years";"2024";374;"person";"";
2207000;"Powiat kwidzyński";"as of the end of December";"below 30 years";"2024";623;"person";"";
2207000;"Powiat kwidzyński";"as of the end of December";"over 50 years";"2024";466;"person";"";
2207000;"Powiat kwidzyński";"as of the end of December";"long-term unemployed";"2024";1028;"person";"";
2208000;"Powiat lęborski";"as of the end of December";"total";"2024";2164;"person";"";
2208000;"Powiat lęborski";"as of the end of December";"females";"2024";1221;"person";"";
2208000;"Powiat lęborski";"as of the end of December";"males";"2024";943;"person";"";
2208000;"Powiat lęborski";"as of the end of December";"below 25 years";"2024";340;"person";"";
2208000;"Powiat lęborski";"as of the end of December";"below 30 years";"2024";604;"person";"";
2208000;"Powiat lęborski";"as of the end of December";"over 50 years";"2024";557;"person";"";
2208000;"Powiat lęborski";"as of the end of December";"long-term unemployed";"2024";1126;"person";"";
2209000;"Powiat malborski";"as of the end of December";"total";"2024";1416;"person";"";
2209000;"Powiat malborski";"as of the end of December";"females";"2024";901;"person";"";
2209000;"Powiat malborski";"as of the end of December";"males";"2024";515;"person";"";
2209000;"Powiat malborski";"as of the end of December";"below 25 years";"2024";228;"person";"";
2209000;"Powiat malborski";"as of the end of December";"below 30 years";"2024";375;"person";"";
2209000;"Powiat malborski";"as of the end of December";"over 50 years";"2024";336;"person";"";
2209000;"Powiat malborski";"as of the end of December";"long-term unemployed";"2024";650;"person";"";
2210000;"Powiat nowodworski";"as of the end of December";"total";"2024";1060;"person";"";
2210000;"Powiat nowodworski";"as of the end of December";"females";"2024";657;"person";"";
2210000;"Powiat nowodworski";"as of the end of December";"males";"2024";403;"person";"";
2210000;"Powiat nowodworski";"as of the end of December";"below 25 years";"2024";151;"person";"";
2210000;"Powiat nowodworski";"as of the end of December";"below 30 years";"2024";262;"person";"";
2210000;"Powiat nowodworski";"as of the end of December";"over 50 years";"2024";263;"person";"";
2210000;"Powiat nowodworski";"as of the end of December";"long-term unemployed";"2024";457;"person";"";
2211000;"Powiat pucki";"as of the end of December";"total";"2024";1555;"person";"";
2211000;"Powiat pucki";"as of the end of December";"females";"2024";852;"person";"";
2211000;"Powiat pucki";"as of the end of December";"males";"2024";703;"person";"";
2211000;"Powiat pucki";"as of the end of December";"below 25 years";"2024";261;"person";"";
2211000;"Powiat pucki";"as of the end of December";"below 30 years";"2024";438;"person";"";
2211000;"Powiat pucki";"as of the end of December";"over 50 years";"2024";431;"person";"";
2211000;"Powiat pucki";"as of the end of December";"long-term unemployed";"2024";610;"person";"";
2212000;"Powiat słupski";"as of the end of December";"total";"2024";2360;"person";"";
2212000;"Powiat słupski";"as of the end of December";"females";"2024";1193;"person";"";
2212000;"Powiat słupski";"as of the end of December";"males";"2024";1167;"person";"";
2212000;"Powiat słupski";"as of the end of December";"below 25 years";"2024";322;"person";"";
2212000;"Powiat słupski";"as of the end of December";"below 30 years";"2024";580;"person";"";
2212000;"Powiat słupski";"as of the end of December";"over 50 years";"2024";651;"person";"";
2212000;"Powiat słupski";"as of the end of December";"long-term unemployed";"2024";986;"person";"";
2213000;"Powiat starogardzki";"as of the end of December";"total";"2024";2505;"person";"";
2213000;"Powiat starogardzki";"as of the end of December";"females";"2024";1552;"person";"";
2213000;"Powiat starogardzki";"as of the end of December";"males";"2024";953;"person";"";
2213000;"Powiat starogardzki";"as of the end of December";"below 25 years";"2024";401;"person";"";
2213000;"Powiat starogardzki";"as of the end of December";"below 30 years";"2024";682;"person";"";
2213000;"Powiat starogardzki";"as of the end of December";"over 50 years";"2024";635;"person";"";
2213000;"Powiat starogardzki";"as of the end of December";"long-term unemployed";"2024";1016;"person";"";
2214000;"Powiat tczewski";"as of the end of December";"total";"2024";2325;"person";"";
2214000;"Powiat tczewski";"as of the end of December";"females";"2024";1391;"person";"";
2214000;"Powiat tczewski";"as of the end of December";"males";"2024";934;"person";"";
2214000;"Powiat tczewski";"as of the end of December";"below 25 years";"2024";369;"person";"";
2214000;"Powiat tczewski";"as of the end of December";"below 30 years";"2024";640;"person";"";
2214000;"Powiat tczewski";"as of the end of December";"over 50 years";"2024";558;"person";"";
2214000;"Powiat tczewski";"as of the end of December";"long-term unemployed";"2024";1030;"person";"";
2215000;"Powiat wejherowski";"as of the end of December";"total";"2024";3794;"person";"";
2215000;"Powiat wejherowski";"as of the end of December";"females";"2024";2325;"person";"";
2215000;"Powiat wejherowski";"as of the end of December";"males";"2024";1469;"person";"";
2215000;"Powiat wejherowski";"as of the end of December";"below 25 years";"2024";667;"person";"";
2215000;"Powiat wejherowski";"as of the end of December";"below 30 years";"2024";1101;"person";"";
2215000;"Powiat wejherowski";"as of the end of December";"over 50 years";"2024";854;"person";"";
2215000;"Powiat wejherowski";"as of the end of December";"long-term unemployed";"2024";1397;"person";"";
2216000;"Powiat sztumski";"as of the end of December";"total";"2024";517;"person";"";
2216000;"Powiat sztumski";"as of the end of December";"females";"2024";340;"person";"";
2216000;"Powiat sztumski";"as of the end of December";"males";"2024";177;"person";"";
2216000;"Powiat sztumski";"as of the end of December";"below 25 years";"2024";97;"person";"";
2216000;"Powiat sztumski";"as of the end of December";"below 30 years";"2024";170;"person";"";
2216000;"Powiat sztumski";"as of the end of December";"over 50 years";"2024";112;"person";"";
2216000;"Powiat sztumski";"as of the end of December";"long-term unemployed";"2024";144;"person";"";
2261000;"City with powiat status Gdańsk";"as of the end of December";"total";"2024";6443;"person";"";
2261000;"City with powiat status Gdańsk";"as of the end of December";"females";"2024";3458;"person";"";
2261000;"City with powiat status Gdańsk";"as of the end of December";"males";"2024";2985;"person";"";
2261000;"City with powiat status Gdańsk";"as of the end of December";"below 25 years";"2024";433;"person";"";
2261000;"City with powiat status Gdańsk";"as of the end of December";"below 30 years";"2024";1095;"person";"";
2261000;"City with powiat status Gdańsk";"as of the end of December";"over 50 years";"2024";1938;"person";"";
2261000;"City with powiat status Gdańsk";"as of the end of December";"long-term unemployed";"2024";2982;"person";"";
2262000;"City with powiat status Gdynia";"as of the end of December";"total";"2024";2493;"person";"";
2262000;"City with powiat status Gdynia";"as of the end of December";"females";"2024";1378;"person";"";
2262000;"City with powiat status Gdynia";"as of the end of December";"males";"2024";1115;"person";"";
