"Code";"Name";"Indicators";"Year";"Value";"Measure Unit";"Attribute";
0205062;"Wądroże Wielkie (2)";"population in thousands";"2023";3.72;"thousand persons";"";
0205062;"Wądroże Wielkie (2)";"population in thousands men";"2023";1.89;"thousand persons";"";
0205062;"Wądroże Wielkie (2)";"population in thousands women";"2023";1.84;"thousand persons";"";
0205062;"Wądroże Wielkie (2)";"urbanization rate";"2023";0.0;"%";"";
0206000;"Powiat karkonoski";"population per 1 km2";"2023";96.4;"person";"";
0206000;"Powiat karkonoski";"population density of the built-up and urbanized area";"2023";;"person";"";
0206000;"Powiat karkonoski";"population chenge per 1000 inhabitants";"2023";-9.5;"person";"";
0206000;"Powiat karkonoski";"population in thousands";"2023";60.44;"thousand persons";"";
0206000;"Powiat karkonoski";"population in thousands men";"2023";29.13;"thousand persons";"";
0206000;"Powiat karkonoski";"population in thousands women";"2023";31.31;"thousand persons";"";
0206000;"Powiat karkonoski";"urbanization rate";"2023";42.1;"%";"";
0206011;"Karpacz (1)";"population per 1 km2";"2023";110.8;"person";"";
0206011;"Karpacz (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
0206011;"Karpacz (1)";"population chenge per 1000 inhabitants";"2023";-26.2;"person";"";
0206011;"Karpacz (1)";"population in thousands";"2023";4.21;"thousand persons";"";
0206011;"Karpacz (1)";"population in thousands men";"2023";1.94;"thousand persons";"";
0206011;"Karpacz (1)";"population in thousands women";"2023";2.27;"thousand persons";"";
0206011;"Karpacz (1)";"urbanization rate";"2023";100.0;"%";"";
0206021;"Kowary (1)";"population per 1 km2";"2023";260.6;"person";"";
0206021;"Kowary (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
0206021;"Kowary (1)";"population chenge per 1000 inhabitants";"2023";-17.0;"person";"";
0206021;"Kowary (1)";"population in thousands";"2023";9.75;"thousand persons";"";
0206021;"Kowary (1)";"population in thousands men";"2023";4.60;"thousand persons";"";
0206021;"Kowary (1)";"population in thousands women";"2023";5.15;"thousand persons";"";
0206021;"Kowary (1)";"urbanization rate";"2023";100.0;"%";"";
0206031;"Piechowice (1)";"population per 1 km2";"2023";133.0;"person";"";
0206031;"Piechowice (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
0206031;"Piechowice (1)";"population chenge per 1000 inhabitants";"2023";-9.5;"person";"";
0206031;"Piechowice (1)";"population in thousands";"2023";5.74;"thousand persons";"";
0206031;"Piechowice (1)";"population in thousands men";"2023";2.76;"thousand persons";"";
0206031;"Piechowice (1)";"population in thousands women";"2023";2.99;"thousand persons";"";
0206031;"Piechowice (1)";"urbanization rate";"2023";100.0;"%";"";
0206041;"Szklarska Poręba (1)";"population per 1 km2";"2023";76.6;"person";"";
0206041;"Szklarska Poręba (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
0206041;"Szklarska Poręba (1)";"population chenge per 1000 inhabitants";"2023";-16.4;"person";"";
0206041;"Szklarska Poręba (1)";"population in thousands";"2023";5.78;"thousand persons";"";
0206041;"Szklarska Poręba (1)";"population in thousands men";"2023";2.73;"thousand persons";"";
0206041;"Szklarska Poręba (1)";"population in thousands women";"2023";3.05;"thousand persons";"";
0206041;"Szklarska Poręba (1)";"urbanization rate";"2023";100.0;"%";"";
0206052;"Janowice Wielkie (2)";"population per 1 km2";"2023";69.9;"person";"";
0206052;"Janowice Wielkie (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
0206052;"Janowice Wielkie (2)";"population chenge per 1000 inhabitants";"2023";-9.1;"person";"";
0206052;"Janowice Wielkie (2)";"population in thousands";"2023";4.05;"thousand persons";"";
0206052;"Janowice Wielkie (2)";"population in thousands men";"2023";2.02;"thousand persons";"";
0206052;"Janowice Wielkie (2)";"population in thousands women";"2023";2.02;"thousand persons";"";
0206052;"Janowice Wielkie (2)";"urbanization rate";"2023";0.0;"%";"";
0206062;"Jeżów Sudecki (2)";"population per 1 km2";"2023";83.8;"person";"";
0206062;"Jeżów Sudecki (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
0206062;"Jeżów Sudecki (2)";"population chenge per 1000 inhabitants";"2023";8.7;"person";"";
0206062;"Jeżów Sudecki (2)";"population in thousands";"2023";7.90;"thousand persons";"";
0206062;"Jeżów Sudecki (2)";"population in thousands men";"2023";3.84;"thousand persons";"";
0206062;"Jeżów Sudecki (2)";"population in thousands women";"2023";4.06;"thousand persons";"";
0206062;"Jeżów Sudecki (2)";"urbanization rate";"2023";0.0;"%";"";
0206072;"Mysłakowice (2)";"population per 1 km2";"2023";109.6;"person";"";
0206072;"Mysłakowice (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
0206072;"Mysłakowice (2)";"population chenge per 1000 inhabitants";"2023";-11.2;"person";"";
0206072;"Mysłakowice (2)";"population in thousands";"2023";9.64;"thousand persons";"";
0206072;"Mysłakowice (2)";"population in thousands men";"2023";4.72;"thousand persons";"";
0206072;"Mysłakowice (2)";"population in thousands women";"2023";4.93;"thousand persons";"";
0206072;"Mysłakowice (2)";"urbanization rate";"2023";0.0;"%";"";
0206082;"Podgórzyn (2)";"population per 1 km2";"2023";98.4;"person";"";
0206082;"Podgórzyn (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
0206082;"Podgórzyn (2)";"population chenge per 1000 inhabitants";"2023";-3.9;"person";"";
0206082;"Podgórzyn (2)";"population in thousands";"2023";8.12;"thousand persons";"";
0206082;"Podgórzyn (2)";"population in thousands men";"2023";3.97;"thousand persons";"";
0206082;"Podgórzyn (2)";"population in thousands women";"2023";4.14;"thousand persons";"";
0206082;"Podgórzyn (2)";"urbanization rate";"2023";0.0;"%";"";
0206092;"Stara Kamienica (2)";"population per 1 km2";"2023";47.7;"person";"";
0206092;"Stara Kamienica (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
0206092;"Stara Kamienica (2)";"population chenge per 1000 inhabitants";"2023";-6.8;"person";"";
0206092;"Stara Kamienica (2)";"population in thousands";"2023";5.27;"thousand persons";"";
0206092;"Stara Kamienica (2)";"population in thousands men";"2023";2.56;"thousand persons";"";
0206092;"Stara Kamienica (2)";"population in thousands women";"2023";2.71;"thousand persons";"";
0206092;"Stara Kamienica (2)";"urbanization rate";"2023";0.0;"%";"";
0207000;"Powiat kamiennogórski";"population per 1 km2";"2023";101.9;"person";"";
0207000;"Powiat kamiennogórski";"population density of the built-up and urbanized area";"2023";;"person";"";
0207000;"Powiat kamiennogórski";"population chenge per 1000 inhabitants";"2023";-11.5;"person";"";
0207000;"Powiat kamiennogórski";"population in thousands";"2023";40.32;"thousand persons";"";
0207000;"Powiat kamiennogórski";"population in thousands men";"2023";19.62;"thousand persons";"";
0207000;"Powiat kamiennogórski";"population in thousands women";"2023";20.70;"thousand persons";"";
0207000;"Powiat kamiennogórski";"urbanization rate";"2023";56.2;"%";"";
0207011;"Kamienna Góra (1)";"population per 1 km2";"2023";948.4;"person";"";
0207011;"Kamienna Góra (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
0207011;"Kamienna Góra (1)";"population chenge per 1000 inhabitants";"2023";-15.3;"person";"";
0207011;"Kamienna Góra (1)";"population in thousands";"2023";17.11;"thousand persons";"";
0207011;"Kamienna Góra (1)";"population in thousands men";"2023";8.15;"thousand persons";"";
0207011;"Kamienna Góra (1)";"population in thousands women";"2023";8.96;"thousand persons";"";
0207011;"Kamienna Góra (1)";"urbanization rate";"2023";100.0;"%";"";
0207022;"Kamienna Góra (2)";"population per 1 km2";"2023";55.9;"person";"";
0207022;"Kamienna Góra (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
0207022;"Kamienna Góra (2)";"population chenge per 1000 inhabitants";"2023";-2.9;"person";"";
0207022;"Kamienna Góra (2)";"population in thousands";"2023";8.84;"thousand persons";"";
0207022;"Kamienna Góra (2)";"population in thousands men";"2023";4.40;"thousand persons";"";
0207022;"Kamienna Góra (2)";"population in thousands women";"2023";4.44;"thousand persons";"";
0207022;"Kamienna Góra (2)";"urbanization rate";"2023";0.0;"%";"";
0207033;"Lubawka (3)";"population per 1 km2";"2023";73.5;"person";"";
0207033;"Lubawka (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
0207033;"Lubawka (3)";"population chenge per 1000 inhabitants";"2023";-11.1;"person";"";
0207033;"Lubawka (3)";"population in thousands";"2023";10.14;"thousand persons";"";
0207033;"Lubawka (3)";"population in thousands men";"2023";4.95;"thousand persons";"";
0207033;"Lubawka (3)";"population in thousands women";"2023";5.20;"thousand persons";"";
0207033;"Lubawka (3)";"urbanization rate";"2023";54.6;"%";"";
0207034;"Lubawka - urban area (4)";"population per 1 km2";"2023";246.7;"person";"";
0207034;"Lubawka - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
0207034;"Lubawka - urban area (4)";"population chenge per 1000 inhabitants";"2023";-14.4;"person";"";
0207034;"Lubawka - urban area (4)";"population in thousands";"2023";5.54;"thousand persons";"";
0207034;"Lubawka - urban area (4)";"population in thousands men";"2023";2.63;"thousand persons";"";
0207034;"Lubawka - urban area (4)";"population in thousands women";"2023";2.91;"thousand persons";"";
0207034;"Lubawka - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
0207035;"Lubawka - rural area (5)";"population per 1 km2";"2023";39.8;"person";"";
0207035;"Lubawka - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
0207035;"Lubawka - rural area (5)";"population chenge per 1000 inhabitants";"2023";-7.1;"person";"";
0207035;"Lubawka - rural area (5)";"population in thousands";"2023";4.61;"thousand persons";"";
0207035;"Lubawka - rural area (5)";"population in thousands men";"2023";2.32;"thousand persons";"";
0207035;"Lubawka - rural area (5)";"population in thousands women";"2023";2.29;"thousand persons";"";
0207035;"Lubawka - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
0207042;"Marciszów (2)";"population per 1 km2";"2023";51.8;"person";"";
0207042;"Marciszów (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
0207042;"Marciszów (2)";"population chenge per 1000 inhabitants";"2023";-14.2;"person";"";
0207042;"Marciszów (2)";"population in thousands";"2023";4.23;"thousand persons";"";
0207042;"Marciszów (2)";"population in thousands men";"2023";2.12;"thousand persons";"";
0207042;"Marciszów (2)";"population in thousands women";"2023";2.11;"thousand persons";"";
0207042;"Marciszów (2)";"urbanization rate";"2023";0.0;"%";"";
0208000;"Powiat kłodzki";"population per 1 km2";"2023";89.4;"person";"";
0208000;"Powiat kłodzki";"population density of the built-up and urbanized area";"2023";;"person";"";
0208000;"Powiat kłodzki";"population chenge per 1000 inhabitants";"2023";-11.6;"person";"";
0208000;"Powiat kłodzki";"population in thousands";"2023";146.95;"thousand persons";"";
0208000;"Powiat kłodzki";"population in thousands men";"2023";70.58;"thousand persons";"";
0208000;"Powiat kłodzki";"population in thousands women";"2023";76.37;"thousand persons";"";
0208000;"Powiat kłodzki";"urbanization rate";"2023";63.1;"%";"";
0208011;"Duszniki-Zdrój (1)";"population per 1 km2";"2023";179.6;"person";"";
0208011;"Duszniki-Zdrój (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
0208011;"Duszniki-Zdrój (1)";"population chenge per 1000 inhabitants";"2023";-21.8;"person";"";
0208011;"Duszniki-Zdrój (1)";"population in thousands";"2023";4.00;"thousand persons";"";
0208011;"Duszniki-Zdrój (1)";"population in thousands men";"2023";1.86;"thousand persons";"";
0208011;"Duszniki-Zdrój (1)";"population in thousands women";"2023";2.15;"thousand persons";"";
0208011;"Duszniki-Zdrój (1)";"urbanization rate";"2023";100.0;"%";"";
0208021;"Kłodzko (1)";"population per 1 km2";"2023";998.8;"person";"";
0208021;"Kłodzko (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
0208021;"Kłodzko (1)";"population chenge per 1000 inhabitants";"2023";-12.1;"person";"";
0208021;"Kłodzko (1)";"population in thousands";"2023";24.81;"thousand persons";"";
0208021;"Kłodzko (1)";"population in thousands men";"2023";11.58;"thousand persons";"";
0208021;"Kłodzko (1)";"population in thousands women";"2023";13.23;"thousand persons";"";
0208021;"Kłodzko (1)";"urbanization rate";"2023";100.0;"%";"";
0208031;"Kudowa-Zdrój (1)";"population per 1 km2";"2023";273.7;"person";"";
0208031;"Kudowa-Zdrój (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
0208031;"Kudowa-Zdrój (1)";"population chenge per 1000 inhabitants";"2023";-11.9;"person";"";
0208031;"Kudowa-Zdrój (1)";"population in thousands";"2023";9.28;"thousand persons";"";
0208031;"Kudowa-Zdrój (1)";"population in thousands men";"2023";4.39;"thousand persons";"";
0208031;"Kudowa-Zdrój (1)";"population in thousands women";"2023";4.89;"thousand persons";"";
0208031;"Kudowa-Zdrój (1)";"urbanization rate";"2023";100.0;"%";"";
0208041;"Nowa Ruda (1)";"population per 1 km2";"2023";551.2;"person";"";
0208041;"Nowa Ruda (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
0208041;"Nowa Ruda (1)";"population chenge per 1000 inhabitants";"2023";-12.2;"person";"";
0208041;"Nowa Ruda (1)";"population in thousands";"2023";20.42;"thousand persons";"";
0208041;"Nowa Ruda (1)";"population in thousands men";"2023";9.76;"thousand persons";"";
0208041;"Nowa Ruda (1)";"population in thousands women";"2023";10.66;"thousand persons";"";
0208041;"Nowa Ruda (1)";"urbanization rate";"2023";100.0;"%";"";
0208051;"Polanica-Zdrój (1)";"population per 1 km2";"2023";344.8;"person";"";
0208051;"Polanica-Zdrój (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
0208051;"Polanica-Zdrój (1)";"population chenge per 1000 inhabitants";"2023";-16.7;"person";"";
0208051;"Polanica-Zdrój (1)";"population in thousands";"2023";5.94;"thousand persons";"";
0208051;"Polanica-Zdrój (1)";"population in thousands men";"2023";2.67;"thousand persons";"";
0208051;"Polanica-Zdrój (1)";"population in thousands women";"2023";3.26;"thousand persons";"";
0208051;"Polanica-Zdrój (1)";"urbanization rate";"2023";100.0;"%";"";
0208063;"Bystrzyca Kłodzka (3)";"population per 1 km2";"2023";50.8;"person";"";
0208063;"Bystrzyca Kłodzka (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
0208063;"Bystrzyca Kłodzka (3)";"population chenge per 1000 inhabitants";"2023";-16.0;"person";"";
0208063;"Bystrzyca Kłodzka (3)";"population in thousands";"2023";17.21;"thousand persons";"";
0208063;"Bystrzyca Kłodzka (3)";"population in thousands men";"2023";8.32;"thousand persons";"";
